SIMPLE-AWD,0.7,0.0001,0.8009661793708801,[0.7777777910232544, 0.8067632913589478, 0.8260869383811951, 0.8260869383811951, 0.7681159377098083]
SIMPLE-AWD-Finetuned-Autopsy,0.7,0.0001,0.8541062831878662,[0.8599033951759338, 0.8695651888847351, 0.8357487916946411, 0.8309178948402405, 0.8743961453437805]
SIMPLE-AWD-Finetuned-Nidia,0.7,0.0001,0.7487922787666321,[0.7632850408554077, 0.782608687877655, 0.7342995405197144, 0.748792290687561, 0.7149758338928223]
AWD,0.7,0.0001,0.7855072498321534,[0.695652186870575, 0.8454106450080872, 0.729468584060669, 0.8454106450080872, 0.8115941882133484]
AWD-Pretrained-Wiki,0.7,0.0001,0.3700483083724976,[0.3333333432674408, 0.32367148995399475, 0.4202898442745209, 0.256038635969162, 0.5169082283973694]
AWD-Finetuned-Autopsy,0.7,0.0001,0.8966183543205262,[0.9178743958473206, 0.9082125425338745, 0.9082125425338745, 0.9033816456794739, 0.8454106450080872]
AWD-Finetuned-Nidia,0.7,0.0001,0.747826099395752,[0.7198067903518677, 0.748792290687561, 0.782608687877655, 0.7536231875419617, 0.7342995405197144]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.7,0.0001,0.6782608509063721,[0.6618357300758362, 0.6328502297401428, 0.6908212304115295, 0.7149758338928223, 0.6908212304115295]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.7,0.0001,0.596135264635086,[0.3333333432674408, 0.695652186870575, 0.5169082283973694, 0.729468584060669, 0.7053139805793762]
SIMPLE-AWD,0.7,0.001,0.9024154663085937,[0.9130434989929199, 0.8937197923660278, 0.9033816456794739, 0.8985507488250732, 0.9033816456794739]
SIMPLE-AWD-Finetuned-Autopsy,0.7,0.001,0.8937197923660278,[0.9082125425338745, 0.8937197923660278, 0.8695651888847351, 0.9033816456794739, 0.8937197923660278]
SIMPLE-AWD-Finetuned-Nidia,0.7,0.001,0.8550724625587464,[0.8357487916946411, 0.8695651888847351, 0.8454106450080872, 0.8647342920303345, 0.8599033951759338]
AWD,0.7,0.001,0.7487922668457031,[0.6859903335571289, 0.7681159377098083, 0.8454106450080872, 0.6859903335571289, 0.7584540843963623]
AWD-Pretrained-Wiki,0.7,0.001,0.6879227042198182,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.695652186870575, 0.6859903335571289]
AWD-Finetuned-Autopsy,0.7,0.001,0.7748792171478271,[0.6859903335571289, 0.7053139805793762, 0.8599033951759338, 0.7971014380455017, 0.8260869383811951]
AWD-Finetuned-Nidia,0.7,0.001,0.6859903335571289,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.7,0.001,0.6657004833221436,[0.6859903335571289, 0.6859903335571289, 0.6714975833892822, 0.5990338325500488, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.7,0.001,0.7024154543876648,[0.6811594367027283, 0.7101449370384216, 0.7053139805793762, 0.6859903335571289, 0.729468584060669]
SIMPLE-AWD,0.7,0.01,0.8599033832550049,[0.8647342920303345, 0.8937197923660278, 0.8888888955116272, 0.8309178948402405, 0.8212560415267944]
SIMPLE-AWD-Finetuned-Autopsy,0.7,0.01,0.8772946834564209,[0.8792270421981812, 0.8599033951759338, 0.8792270421981812, 0.8888888955116272, 0.8792270421981812]
SIMPLE-AWD-Finetuned-Nidia,0.7,0.01,0.7207729578018188,[0.729468584060669, 0.695652186870575, 0.7246376872062683, 0.7342995405197144, 0.7198067903518677]
AWD,0.7,0.01,0.6966183543205261,[0.6859903335571289, 0.6859903335571289, 0.7439613342285156, 0.6811594367027283, 0.6859903335571289]
AWD-Pretrained-Wiki,0.7,0.01,0.6821256041526794,[0.6859903335571289, 0.6859903335571289, 0.6666666865348816, 0.6859903335571289, 0.6859903335571289]
AWD-Finetuned-Autopsy,0.7,0.01,0.6946859955787659,[0.6376811861991882, 0.6714975833892822, 0.6859903335571289, 0.7922705411911011, 0.6859903335571289]
AWD-Finetuned-Nidia,0.7,0.01,0.6859903335571289,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.7,0.01,0.612560385465622,[0.6859903335571289, 0.3188405930995941, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.7,0.01,0.713043475151062,[0.8212560415267944, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
